campaign,year,page,platform,media_type,category_l0,category_l1,category_l2,url,content,cost_nzd,views,hours,engagement
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DJqkR3Dvg8l/,tāhuhu - the backbone of the black ferns 🖤 find out more friday 6pm 👀,,30685.0,52.507,967.0
Organic | Website,2026,Black Ferns,IG,Short Video,Social,Teams Promo,Black Ferns,https://www.instagram.com/reel/DVpYY37j3-g/,undefeated in vancouver! 🏆🎉 #blackferns7s | @nzsevens,,84865.0,78.6469,3809.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,Teams Promo,Black Ferns,https://www.instagram.com/reel/DI-Gqr-S3fH/,unforgettable first day as a black fern 🖤 #likeablackfern,,60829.0,167.7745,3430.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,WIP,WIP,https://www.instagram.com/reel/DRfdMRMjYlN/,"unwind mode 🔛 amy, risi and layla share their favourite ways to switch off. tell us your go-to way to recharge ⤵️ #letstalkhealth",,44312.0,37.1999,656.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,WIP,PAC4,https://www.instagram.com/reel/DJurEuGTeFf/,"waking up for game day like 🙌🏽 see you soon chch⤵️ 🆚 canada ⏰ today, 3.35pm nzt 📍 apollo projects stadium, chch 🎟️ blackferns.com #pac4 | #nzlvcan",,99781.0,156.9798,5385.0
Organic | Website,2026,Black Ferns,IG,Short Video,Social,Teams Promo,Black Ferns,https://www.instagram.com/reel/DVkbjzIj8gJ/,walking into the weekend like 💃🏽 @nzsevens #blackferns7s,,2051982.0,4357.1406,61799.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DIfI8KHy_Ap/,we call that a @kennedy_tukuafu special 🫣💥,,30484.0,32.9534,1609.0
Organic | Website,2025,Black Ferns,IG,Short Video,Premium,Original,Triple Threat,https://www.instagram.com/reel/DP6-H2EjYnc/,we have a point to prove 😤 selections are getting tougher as the black ferns prepare to face ireland in episode 7 of ‘triple threat’ subscribe to nzr+ and youtube to never miss an episode of ‘triple threat’ 📺 #triplethreat,,77247.0,72.5609,1234.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOQbTb-DXRt/,"we promise the rugby will be better than the harmonies 🤣 our final rwc pool match ⤵️ 🆚: ireland ⏰🇳🇿: mon 8 sep, 1.45am nzt ⏰🇬🇧: sun 7 sep, 2.45pm bst 📍: brighton & hove, uk 📺: @skysportnz #rwc2025 | #nzlvire",,52562.0,50.0663,2001.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,WIP,PAC4,https://www.instagram.com/reel/DJv95sbPEDX/,we see you & appreciate you 🖤 see you next saturday when we take on usa @ north harbour stadium! #pac4,,29986.0,23.7147,1790.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,WIP,WIP,https://www.instagram.com/reel/DJfH-UFTBjC/,we 💗 you mums! #mothersday,,21853.0,44.5799,987.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DRtSHnRD7KM/,wednesday. 2pm ⏰,,57084.0,31.4253,1262.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DJDWbwEya29/,welcome to the whānau @rikiflutey 🖤,,40142.0,72.3672,1296.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,Ticketing,PAC4,https://www.instagram.com/reel/DJGlc_1zlM8/,"we’re looking at you 🫵🏽 newcastle is up first but, we can’t wait to play in front of our bffs! have you got your tickets yet?! don’t miss out on seeing us take on canada & usa! get your 🎟️ at blackferns.com #pac4",,57640.0,60.1955,3376.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DODY75xD-mk/,what a rwc debut it was 🤩 #rwc2025 | #nzlvjpn,,132770.0,151.5884,4366.0
Organic | Website,2026,Black Ferns,IG,Short Video,Social,Teams Promo,Black Ferns,https://www.instagram.com/reel/DVX5YNhj-2V/,what a beautiful welcome from the musqueam people. ngā mihi nui (thank you) for having us 🖤 the black ferns sevens are in town and ready for kick off at the @vansevens this weekend. #blackferns7s | @musqueamband,,268819.0,1137.7795,26086.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DJgUXfxPdGj/,what a day for our debutant 🖤✨,,48511.0,81.6836,3073.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DPBcVLHD5ac/,what a few months for our mate mahi! 🔥 it’s been a big year for @laurabayfield and about to be topped off with her first test start this weekend in the bronze final. #rwc2025 | #letsgoagain,,69876.0,133.662,2298.0
Organic | Website,2026,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DUprT0VD9Ap/,"what a journey, what a legacy 🐐 @kellybrazier",,40994.0,90.1059,1758.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOzdXG9iOPY/,what a moment - @ayesha_leti leading the haka in her 30th test match 😤🖤 #rwc2025 | #nzlvcan,,13507378.0,97723.8275,599925.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,Teams Promo,Maori AB,https://www.instagram.com/reel/DKQjT9XyS2P/,what a way to wrap up the series 🖤 don’t miss your black ferns back in action alongside the māori all blacks in whangārei - july 5th. 📲 see blackferns.com for details.,,30568.0,44.9416,2163.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOijhGOjXOj/,what a welcome to sandy park! 🖤🥹 #letsgoagain | #rwc2025,,102865.0,139.7085,4131.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DPGjWi6jSia/,what a welcome! 🥹🙌🏽 bringing @porshwoodman to tears. #rwc2025 | #letsgoagain,,145280.0,244.7126,9199.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOHVgESjWPv/,what a welcome!🙏🏽 ngā mihi nui @brightoncollegeuk. what an incredible place to call home for the week. #rwc2025 | #letsgoagain,,140152.0,659.791,9505.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DS5jgJ9kquw/,what a year 🖤🥉💃🏽✨ thank you to everyone who supported us this year through it all - our bffs! can’t wait to do it all again & more in 2026!,,87765.0,148.8968,3804.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DJ0kAKfPDXg/,what it’s all about 🖤,,24964.0,24.8788,665.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DJIWSlwTHg2/,"whatever you do, don’t touch the lava 🔥",,78666.0,236.5033,3804.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOw1A7siJvI/,when mum adds a special touch to your game day prep 🌺🥹 @lianamikaeletuu #rwc2025 | #letsgoagain,,109955.0,137.9497,5779.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOUBrzvjTP9/,when no one backs down 😤 #rwc2025 | #nzlvire,,276612.0,1143.3358,13629.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DSA0eVdkqbT/,when the opposition matches your energy 🤩✨,,93420.0,163.3444,5265.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,WIP,PAC4,https://www.instagram.com/reel/DKBFT7hT77N/,who’s hyped for game day?! 🤩🫵🏽 not long to go now bffs! #pac4 | #nzlvusa,,66144.0,76.9771,2337.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOTWoPdD7ff/,who’s awake back home?! let us know in the comments ⤵️ #rwc2025 | #nzlvire,,79827.0,93.7568,4298.0
Organic | Website,2026,Black Ferns,IG,Short Video,Social,Teams Promo,Black Ferns,https://www.instagram.com/reel/DVpNWNOD-eQ/,who’s ready for finals footy? ☝🏽 #blackferns7s | @nzsevens,,80668.0,96.6196,5318.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOiotJkjZ5-/,who’s ready for quarter finals to kick off! 🙌🏽 standby on @skysportnz #letsgoagain | #rwc2025,,93763.0,119.7742,4035.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOiXQ1EjQdt/,who’s staying up with us? 🙋🏽🙋🏽‍♀️🙋🏽‍♂️ rwc quarter final: 🆚 @womenboks ⏰ midnight nzt / today 1pm bst 📺 @skysportnz #rwc2025 | #letsgoagain,,129077.0,109.6306,3102.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DO0WQOPje9G/,with you 🖤 one more game to get whānau. we go again next weekend at twickenham. #rwc2025 | #letsgoagain,,302834.0,851.0275,19887.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DOmJx5hjVjq/,"with you, @_amyduplessis_ 🖤 following our quarter-final match we farewelled dupes who was ruled out for the remainder of the rugby world cup due to injury. #rwc2025 | #letsgoagain",,490909.0,1902.367,36012.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,Moments,PAC4,https://www.instagram.com/reel/DKA2QxGTCD2/,"words of wisdom 🖤 special to have black ferns legend, anna richards present our jerseys this week. #pac4 | #nzlvusa",,41356.0,62.6992,1622.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DKBbdLBz6SD/,wow! jorja miller + katelyn vahaakolo 🤝,,187582.0,328.8406,11138.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DKEIwGAvHXJ/,"yesterday was a vibe 🔥 next stop, whāngarei. 5th july @ semenoff stadium. 🎟️ blackferns.com",,44798.0,53.4823,1716.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DPTDTaZjK3P/,"you asked & we answered 💬 some of our bffs sent in questions for the team, and we had them answer a few - did you hear yours?",,77817.0,169.2761,1595.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DHU5Z3ZPQ2d/,you can’t hide from @laylasae 😤,,61837.0,57.2432,1396.0
Organic | Website,2025,Black Ferns,IG,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.instagram.com/reel/DQVsjt_Dwd9/,you told us your rugby world cup highlights — now we’re reliving them 🔂 starting strong with @renee_holmes7 & @_sylviabrunt electric combo in the bronze final! #rwc2025,,170498.0,299.8431,5170.0
Organic | Website,2025,Black Ferns,IG,Short Video,Social,WIP,PAC4,https://www.instagram.com/reel/DKBS8cETZEX/,your black ferns are in the fale! 🏠 #pac4 | #nzlvusa,,33652.0,24.8072,1313.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DORnzxqjZf0/,"your day, dads 🖤",,77073.0,236.9477,4710.0
Organic | Website,2025,Black Ferns,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DJm0UO0ztR3/,zombie apocalypse hits - who’s got your back? 🧟‍♂️ tag the person you’d take with you in a zombie apocalypse ⤵️,,166866.0,315.2418,3182.0
Organic | Website,2025,Black Ferns,IG,Short Video,Premium,Original,Behind the Fern: Black Ferns,https://www.instagram.com/reel/DOOrOfejLg0/,“you are where you’re meant to be” 🖤 📺 watch episode 7 of behind the fern now on the black ferns youtube channel and nzr+ 🔗 link in our bio #behindthefernbf,,63126.0,105.9324,2747.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Moments,Field actions,https://www.instagram.com/reel/C_mucvRoYyL/,"""that's canterbury rugby!"" 🤫 @canterburyrugby take the lead with some elite offloading. 📺 watch live on @skysportnz",,22192.0,42.0918,962.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_EqUJAoLmt/,10/10 lesson in not letting the ball die 🙌 @manawaturugby putting on a show. 📺 watch live on @skysportnz,,10982.0,23.0655,446.0
Organic | Website,2023,Bunnings NPC,IG,Short Video,Social,WIP,Bunnings NPC,https://www.instagram.com/reel/Cxrzguki9tf/,100% accuracy 🎯 josh jacomb with the kick to seal the win for taranaki bulls over auckland on saturday! #bunningsnpc,,25865.0,39.3022,1311.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAIYKsLoKm_/,16 phases lead to a @knaholo try 😤 📺 watch live on @skysportnz,,10288.0,16.9777,399.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,No Hashtag,Bunnings NPC,https://www.instagram.com/reel/DADU4ELIZWs/,1st bunnings npc try for malakai hala-ngatai and the game is drawn 😱 📺 watch live on @skysportnz,,11034.0,19.2243,403.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_7Nrj3oVIc/,20 minutes of pressure leads to points for @aucklandrugby 💪 📺 watch live on @skysportnz,,21951.0,31.7821,860.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,No Hashtag,Bunnings NPC,https://www.instagram.com/reel/C_BmrqQib4Z/,2003 was all @aucklandrugby 🛡️ who will take bragging rights in 2024? don't miss one of the biggest rivalries in the bunnings npc! 📺 watch live on sky sport nz | 4.35 pm,,38706.0,102.5603,1277.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAM_HHTIzMl/,20m driving maul gives @southlandstags their opening try 😳 📺 watch live on @skysportnz,,9727.0,17.6478,475.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAIdDDYIXyu/,3rd try chaos for @knaholo 😈 📺 watch live on @skysportnz,,43495.0,105.152,1645.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_4XJ_roVbD/,7 tries on the season for @joeejohnston 🔥 @boprugby open the scoring. 📺 watch live on @skysportnz,,9928.0,15.0434,433.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_W0TXfopvG/,9 + 10 showing their experience 🧘‍♀️ @countiesrugby take back the lead. 📺 watch live on @skysportnz,,8878.0,16.0805,284.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_6v3WfIGLa/,@__miaanderson bursts through the middle to give @waikatorugby the dream start to the half ✨ 📺 watch live on @skysportnz,,5718.0,9.1055,206.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_NI1NLoB-w/,@_dannytoala bags a try to go with the assist 🤫 @hbmagpies start wednesday on a heater. 📺 watch live on @skysportnz,,41438.0,94.37,1867.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_469YJoq1d/,@_dannytoala too quick on his feet 💨 @hbmagpies get themselves back into the game. 📺 watch live on @skysportnz,,11145.0,21.4788,457.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_mPjSmIh6W/,@_hayleygabriel does it all 💪 @taranakiwhio take the lead! 📺 watch live on @skysportnz,,7686.0,12.5658,276.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAfP9fTIQBu/,@_jayden.sa_ gets a double for @yarrowstaranakibulls 😤 📺 watch live on @skysportnz,,14816.0,26.3916,483.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_E-GeaoYh6/,@_liamoconnorr_ with the try on debut 🤑 @manawaturugby go into the half drawn with @wgtnrugby 👀 📺 don't miss the second half live on @skysportnz,,18790.0,36.3397,570.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C-wi6AMoPaC/,@_muzza_k cheat codes 🎮 📺 catch the game live on @skysportnz,,15916.0,32.8541,769.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_7UvF2IrbQ/,@_quintonnichols crashes over 🔥 the taniwha bring themselves to within 12 points with 17 minutes to play. 📺 watch live on @skysportnz,,8536.0,12.919,276.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAcjizLoRGK/,@_vaioliniekuasi gives @aucklandrugby the buffer 🎥 @skysportnz,,14471.0,38.5553,537.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C-pFtWDJAyj/,@alamandamotuga too strong 🥵 📺 catch the game live on @skysportnz,,9731.0,16.3163,312.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C-gzCKaoILz/,@alesha__williams opens up the scoring for @manawaturugby ☝️ 📺 catch the game live on @skysportnz,,15622.0,30.7018,454.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_mOvJlIrSl/,@ashleigh.2442 grabs @tasmanmako first 5 pointer 🦈 📺 watch live on @skysportnz,,10332.0,16.9605,429.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAMu51QIT_Q/,@aucklandrugby storm showing razzle of their own ⛈️ 📺 watch live on @skysportnz,,16228.0,32.5232,435.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_UrJYboM7e/,@aucklandrugby aren't out of this yet 👀 @nigelahwong dots down in the corner 📺 don't miss the 2nd half live on @skysportnz,,8602.0,18.7682,364.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_mc-UjIvbE/,@aucklandrugby got downhill for that one 🫨 10 points in it with 15 minutes to go 📺 watch live on @skysportnz,,17043.0,43.1451,672.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_UbWBFISTt/,@aucklandrugby is on the board 🚂 📺 watch live on @skysportnz,,26228.0,44.8321,1084.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_mYlywohwl/,@aucklandrugby keep pounding to get their opening try 😤 📺 watch live on @skysportnz,,15419.0,28.4446,576.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/C-cCzhYo--r/,@aucklandrugby take the half time lead 🔥,,5772.0,8.2344,189.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_AWf2BoWMd/,@ben_odoozy again! 😱 this is not a replay. @hbmagpies with some more 🪄 📺 watch live on @skysportnz,,30626.0,57.8525,1156.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_XOH6go6L0/,@ben_odoozy makes something out of nothing 🎩 @hbmagpies stay within striking distance to keep their perfect season alive 👀 📺 watch the 2nd half live on @skysportnz,,25343.0,44.952,1016.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_7CfcfIfus/,@billy.proctor hits the gap and @wgtnrugby have their opening try 🔥 1 point game in the ranfurly shield challenge. 📺 watch live on @skysportnz,,7808.0,12.9168,347.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_kSXueoZO7/,@boomfa_ splits the defence to set up @semisi.p 🤲 @boprugby have their opening try. 📺 watch live on @skysportnz,,13577.0,21.0143,472.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAcgKDFI02M/,@boomfa_ 🤝 @emoninarawa beautiful rugby from @boprugby 📺 watch live on @skysportnz,,68482.0,125.0224,2822.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C-wn7iJoaLW/,@boprugby ain't done yet 😮‍💨 big finish brewing up north. 📺 watch is live on @skysportnz,,19622.0,37.1148,432.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAKsLGUoLbN/,@boprugby do it tough! 😤 5 point game. 5 minutes left. 📺 watch live on @skysportnz,,16013.0,20.1679,413.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_E9XJ1IePe/,@boprugby dropping dimes to each other 🤌 2nd half is underway. 📺 watch live on @skysportnz,,58731.0,150.2454,2439.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_E21PKIIrh/,@boprugby mean business 😤 📺 watch live on @skysportnz,,17766.0,33.381,683.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAKpwkgIFYd/,@boprugby pound away and @nikora_broughton narrows the gap 💥 📺 watch live on @skysportnz,,9551.0,18.035,284.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_UWfyqoUja/,@boprugby strike from deeeeep! 📺 watch live on @skysportnz,,23299.0,42.5237,735.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAIVrJOomeW/,@bradleyslater_ and @yarrowstaranakibulls power over for the opening try 🐂 📺 watch live on @skysportnz,,10779.0,16.0817,367.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C-hH4YmogoL/,@brettcameron_ gives the turbos life 💚 📺 catch the game live on @skysportnz,,16071.0,29.8782,650.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_mpv7Lod7u/,@cameronmillar13 put the foot down 🏎️ 📺 watch live on @skysportnz,,126000.0,363.7472,3897.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_7B7juoUnN/,@campbell_parata kicks @tasmanmako to an 8-point lead 😬 📺 don't miss the 2nd half live on @skysportnz,,13739.0,20.4251,739.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAcWWiSo_Pz/,@canterburyrugby game winner! 🥶 🎥 @skysportnz,,9972.0,14.6619,432.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAe6LCFoOkn/,@canterburyrugby backline connections 🧘‍♂️ 📺 watch live on @skysportnz,,22706.0,42.9226,907.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/C_KyRgeJEiE/,@canterburyrugby centres can sleep easy knowing @nickgrigg13 isn’t playing tomorrow 🥵,,47850.0,96.5949,1384.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_2Ybo2o6cQ/,@canterburyrugby grind out the halftime lead 😤 📺 watch the 2nd half live on @skysportnz,,14615.0,20.4432,440.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_W_NiYIYk5/,@canterburyrugby have life through the hot stepping @jameswhite16 👀 📺 watch the 2nd half live on @skysportnz,,24837.0,43.5433,927.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C-y9CgXIR3c/,@canterburyrugby is back in the lead 😵 📺 watch live on @skysportnz,,12138.0,18.0994,339.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_4awrHoJ6S/,@canterburyrugby putting training runs into practice 🤌 📺 watch live on @skysportnz,,18013.0,29.3119,574.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_2T8NcoIrj/,@canterburyrugby show what their attack can do 🤯 📺 watch live on @skysportnz,,27149.0,76.4805,1306.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_CSXuYoB-T/,@canterburyrugby won't be giving up that j.j stewart trophy easily. they open the scoring! 📺 watch live on @skysportnz,,10672.0,16.7417,304.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DAcMUr1Irn2/,@canterburyrugby 👀 that's their second try of the semi-final in the opening 10 minutes. 📺 watch live on @skysportnz,,5078.0,9.7795,163.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/DANGYZpIA31/,@charliepowell13 had work to do 🥵 5 point game! 📺 watch live on @skysportnz,,18669.0,39.3945,657.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_SXwoIp1dV/,@charliepowell13 hits the gap at pace! 💨 📺 watch live on @skysportnz,,37499.0,71.8274,1260.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_6sBphIgOt/,@chelseaalley13 is causing headaches in the midfield and @waikatorugby cash in 🔥 📺 watch live on @skysportnz,,9720.0,16.1247,365.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C-pGc84Jy46/,@codemeru_vai left in space… 🥧 📺 catch the game live on @skysportnz,,30458.0,37.7537,703.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_6utRfI5dI/,@countiesrugby come from deep in their half 🤯 waikato lead by 4 points. don't miss the 2nd half of this j.j. stewart trophy game. 📺 watch live on @skysportnz,,13306.0,26.8937,598.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_6rTttIQ6S/,@countiesrugby deadly on the counterattack. the j.j stewart trophy ain't going anywhere yet 🔥 📺 watch live on @skysportnz,,12789.0,33.4271,562.0
Organic | Website,2024,Bunnings NPC,IG,Short Video,Social,Live Promo,Sky,https://www.instagram.com/reel/C_pKdn_ozyW/,@countiesrugby get around the corner for their first try 👊 📺 watch live on @skysportnz,,9716.0,13.9597,343.0
