campaign,year,page,platform,media_type,category_l0,category_l1,category_l2,url,content,cost_nzd,views,hours,engagement
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/729678446160620/,@jacobkneepkens crosses the chalk 🤙,,38409.0,64.3328,682.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/850774540642042/,@nanaiseturo 💨,,235384.0,544.8062,3800.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1120082556960744/,a classic rugby training drill 🏉,,274028.0,712.1043,3261.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1191989952906685/,"a great kick, a great backdrop 🎨",,281319.0,623.9321,4929.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1728500341153571/,a skill and a half 🚀,,438181.0,894.3045,9850.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1360076719079168/,a try to remember in the all blacks xv first ever match 🙌,,1157093.0,4384.1267,27039.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1372390647846191/,afternoon footy in bath. can’t beat it ☀️🏉 next up. uruguay in béziers!,,8343.0,18.3317,318.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1841313670588047/,"all blacks xv 2025 🎞️ london, bath, montpellier ✅",,7123.0,20.8125,278.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/831611312877474/,all blacks xv assemble 🤝 2025 northern tour loading 🛫,,26902.0,46.7075,724.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/3708731682592671/,all blacks xv power sesh 🏋️‍♂️,,102971.0,231.7233,2271.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Live Promo,Sky,https://www.facebook.com/reel/828851096772888/,"all blacks xv v england a | 1:15pm gmt, 2:15am nzt 👊🏼 📺 watch on @skysportnz",,8583.0,15.3669,225.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Live Promo,Sky,https://www.facebook.com/reel/25357545997196368/,all eyes on saturday 👊🏼 all blacks xv v england a | sat 2:15pm gmt | sun 1:15am nzt 📺 live on @skysportnz,,6318.0,11.9251,242.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/25642486792001971/,arrived at the rec 🏟️,,8660.0,11.166,280.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/639736912439777/,"big welcome to luke jacobson and sevu reece, joining the all blacks xv team for our match against england a this weekend 🤝 good to have you here lads 🖤",,24173.0,31.7163,613.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/2110243966173787/,bonjour montpellier 🇫🇷 the all blacks xv have landed in france for their last game against uruguay in béziers on sunday.,,14531.0,21.0633,352.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/858136197155973/,caleb tangitau with a try at the rec 🙌,,56259.0,131.3655,976.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1184273116965389/,coin toss 🪙 not long till kick off 🤝,,107205.0,310.9072,1001.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1856122898632231/,coin toss 🪙 see you in the pitch @barbarians_fc 🤝,,188163.0,454.125,1725.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1498430798038420/,"congratulations to christian lio-willie, josh beehre & caleb tangitau who have been called into the all blacks as training cover for the week 🖤",,96280.0,269.9118,2970.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/784834451271496/,congratulations to josh beehre who is joining the all blacks in edinburgh this week as training cover. go well brother 🖤,,143085.0,511.2276,2759.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1591666628668979/,darts 🎯,,117525.0,281.5499,2008.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/2255539294857016/,david havili seals the deal in brentford 💥,,446798.0,1259.5291,9702.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1157407642641055/,fakatava and jacomb link up 🔗,,222240.0,560.7301,4614.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Live Promo,Sky,https://www.facebook.com/reel/1365624478332266/,finishing touches before we take on the barbarians 💪 saturday 1:15pm gmt | sunday 2:15 nzt 📺 live on @skysportnz,,10583.0,16.389,335.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1302776054936786/,flying high in france 🦅 next up. uruguay in béziers on sunday! sun 4pm cet | mon 4am nzt,,60147.0,160.8733,1487.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/856977246809392/,"friday session in montpellier 👊🏼 all blacks xv v uruguay. sunday 4pm cet, monday 4am nzt",,10592.0,14.0243,430.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1619537706120780/,from auckland to london ⏱️ just under 30 hours of travel to the other side of the world 🛫,,43400.0,162.7373,756.0
Organic | Website,2025,ABXV,FB,Short Video,Social,No Hashtag,Bunnings NPC,https://www.facebook.com/reel/1332360935284278/,from christchurch to london. fresh off a @bunningsnpc final ✈️,,23972.0,52.5538,559.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/814186147890524/,from defence to attack. kp scores for the all blacks xv 💨,,425844.0,1413.8479,8497.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/764786523278950/,front row view 👏,,325401.0,990.4932,6524.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1284599183469551/,front rowers making it look easy 😳,,37911.0,106.7616,926.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1008791844772546/,game day in béziers 🔥 follow along on our channels for match coverage 📱 ⏰ sunday 4pm cet | monday 4am nzt,,11935.0,21.7584,257.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Live Promo,Sky,https://www.facebook.com/reel/1427945692347905/,"game day in london! 😤 if you’re in new zealand, set those alarms ⏰ 1:15pm gmt | 2:15am nzt 📺 live on @skysportnz",,14864.0,17.2947,260.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/847376034645768/,game one in the books 📚 next up. england a in bath,,13444.0,30.445,508.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1342038827356772/,good to see our brothers josh beehre & caleb tangitau who have joined us in montpellier after training with the all blacks for the week 🤝,,32192.0,62.4108,715.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1554686875463107/,great to connect with the locals in montpellier 🖤,,16299.0,30.5778,797.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1572040657262643/,great way to finish the all blacks xv end of year tour. thank you again for a tough match @terosxv 🇳🇿 🤝 🇺🇾,,16462.0,37.3521,561.0
Organic | Website,2024,ABXV,FB,Short Video,Social,Moments,Haka,https://www.facebook.com/reel/925922246092198/,haka at thomond park 😤,,17795.0,95.6862,942.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Moments,Haka,https://www.facebook.com/reel/1878941423016989/,haka in montpellier before our match against georgia last year 🔥,,2393047.0,7230.8405,79645.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1786787422239095/,hometown kid scores the opener. ka pai brother 🖤,,28247.0,100.9359,677.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1477398140045037/,hopefully we didn’t burn too many coffees ☕️ thanks to the @proudmaryslondon crew for letting us be part of the team today 🤝,,31388.0,108.0695,980.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1726209898063827/,how hard is it to take a nice photo 😅,,61940.0,215.9827,1494.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1407208517688122/,introducing your 2025 all blacks xv captain. dalton papali’i 🫡,,91421.0,268.7616,2476.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/844787094773742/,"josh, josh and bongi 🤝",,741903.0,2099.7899,18335.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/720454760486956/,just two rugby players having a good time 🖤,,245676.0,421.6048,1893.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Moments,Haka,https://www.facebook.com/reel/841440754935695/,ka mate against england a led by benet kumeroa 😤,,299046.0,1169.3584,10263.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Moments,Haka,https://www.facebook.com/reel/2278670539280894/,ka mate at the rec 😤,,118749.0,438.417,5173.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Moments,Haka,https://www.facebook.com/reel/1570419857705201/,ka mate in béziers 🔥,,174882.0,643.5125,6244.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Moments,Haka,https://www.facebook.com/reel/1537726444030801/,ka mate lead by benet kumeroa in london 😤,,81522.0,337.6249,3305.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1273195654421909/,ka rawe! zarn busts over after some slick hands 🔥,,19507.0,50.1269,371.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/870529115555048/,kia ora @brad_weber9 🤝,,115727.0,227.7237,2065.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/836740952161763/,last time we faced the @barbarians_fc in london 🔥 we meet again on saturday at brentford stadium. kick off 1:15pm gmt.,,395711.0,1332.7085,6011.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Moments,Haka,https://www.facebook.com/reel/1644766979522236/,laying down the challenge with our haka in tokyo,,60903.0,365.9218,1815.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/3712852005685306/,like a book 📖,,1082321.0,2481.9176,10770.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Ticketing,All,https://www.facebook.com/reel/25301573762771351/,"london & bath complete. next up, béziers to take on uruguay at stade raoul barrière. we would love to see you there 🖤 hit the link in our bio to grab your tickets 🎟️",,46589.0,72.1506,1428.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/3517204181766047/,london sunshine ☀️ not long until we play @barbarians_fc at brentford stadium 🏟️,,14465.0,28.9932,406.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/838127201925515/,made the lads night 🥰,,41373.0,61.3307,464.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1155276416195180/,magic at the rec 🪄,,187638.0,538.3795,3746.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1156789752770180/,making friends in france. thank you @erpsl_officiel for letting us help out at training 🖤,,23585.0,71.0842,923.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1196555219197075/,new location for this weekend’s match against england a ⏰ sat 8 nov 1:15pm gmt | sun 9 nov 2:15am nzt,,7217.0,8.4198,183.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/733798816384925/,"noah hotham starts, kini naholo finishes 🤝 all blacks xv are back in 2025 with matches against the barbarians, england a and uruguay.",,678307.0,2183.9161,12718.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/2072149316866893/,not bad from the fellas 🏈,,10287.0,20.8994,159.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/762356856862493/,not long till kick off 🤝,,50075.0,170.4895,629.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/25149406018059024/,off the back fence 🏃‍♂️,,46254.0,94.0508,834.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1260105942810078/,oh target 🎯,,96079.0,219.4251,2636.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/859115890133466/,on site at stade raoul barrière 📍,,24168.0,40.1155,447.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1876548349617517/,passing perfection 👌🏽,,15617.0,30.4033,367.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1400930798120259/,"post match with skip 🫡 what a match, thank you @barbarians_fc. now to watch the @allblacks go to work.",,43522.0,91.3427,1119.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Moments,Respect,https://www.facebook.com/reel/1199170892098341/,"respect, thank you for a tough match @terosxv 🤝",,46644.0,98.6303,674.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Moments,Respect,https://www.facebook.com/reel/816352281140485/,respect. thank you @englandrugby 🤝,,17557.0,36.2044,307.0
Organic | Website,2024,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1040940531146154/,rugby is beautiful,,3562.0,11.489,77.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1110399404215607/,rugby trainings are intense 😤,,28363.0,65.0356,577.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/772962435773233/,sneaky five points for @xavier_roe,,106731.0,232.6952,1151.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Live Promo,Sky,https://www.facebook.com/reel/1740803610640334/,the rec. what a place to play footy 🏟️ 🏉 all blacks xv v england a ⏰ sat 1:15pm gmt | sun 2:15 nzt 📺 live on @skysportnz,,6365.0,9.8965,262.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/854214026955830/,the dark arts 🔮,,101406.0,208.8893,2295.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1412289443852199/,the man can’t miss 🎯,,756002.0,1771.2686,9254.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/3046641695545357/,the many sounds of live rugby 🏉,,7774.0,18.4863,286.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/2041500669712696/,the pass. the goosie. what a try 👌,,10448.0,34.2434,346.0
Organic | Website,2024,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/3782479901968416/,this is actually wild! 🤯 the all blacks xv are back in action against munster on the 2nd of november and georgia on the 10th of november.,,5158.0,14.6083,104.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Ticketing,All,https://www.facebook.com/reel/1470241754279330/,"tickets are on sale for the all blacks xv match against uruguay in béziers. ⏰ 16 november, 4pm cet 🏟️ stade raoul barrière 🎟️ tickets: billetterie.seetickets.fr/index-css5-asbhbeziersrugby-pg1.html",,3808.0,4.9747,72.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/831581975907849/,two old mates catching up 🥰,,446375.0,1173.1262,4541.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1532459654441829/,under the high ball with @coryjane1080 🏉,,367467.0,873.8775,3139.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1190637946296061/,unreal place to play rugby 🔥,,26992.0,80.623,570.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1395831748602303/,what a cool moment 🥹,,106598.0,175.4025,3561.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1331059895377994/,what a moment this was 🖤 these two sides meet again at brentford stadium in london on the 1st of november 🔥,,307550.0,1768.38,8384.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/759518027105350/,what a pass from @xavier_roe to set up @calebltangitau 🔥,,1381862.0,3948.1327,11804.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/2901307286721124/,what any good mate would do. david havili brought brad webers club socks from new zealand to london for yesterdays game 🧦,,82875.0,190.4337,1677.0
Organic | Website,2025,ABXV,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1173060561017561/,who is the greatest sportsperson of all-time? 🤔,,37597.0,189.3052,272.0
Organic | Website,2025,ABXV,FB,Short Video,Social,Live Promo,Sky,https://www.facebook.com/reel/4639296506397658/,ʙᴜꜱɪɴᴇꜱꜱ ᴛɪᴍᴇ ɪɴ ʟᴏɴᴅᴏɴ 📈 all blacks xv v barbarians ⏰ sat 1:15pm gmt | sun 2:15am nzt 📺 live on @skysportnz,,9582.0,18.443,345.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1392303682227394/,Missing Post Content,,0.0,0.0,0.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/721728953567760/,Missing Post Content,,0.0,0.0,0.0
Organic | Website,2026,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/2090690068417135/,Missing Post Content,,0.0,0.0,0.0
Organic | Website,2023,NZR,FB,Short Video,Social,Teams Promo,All Blacks #,https://www.facebook.com/reel/1735924813494856/,"""your goals and aspirations is not determined by your sexuality, your religion, or your race, its nothing to do with that. it's determined by the effort, and the time, and the courage, and the perseverance you put into that goal"" - campbell johnstone, all black #1056 🖤 📹: sky sport nz",,0.0,0.0,0.0
Organic | Website,2024,NZR,FB,Short Video,Social,Teams Promo,NZU20s,https://www.facebook.com/reel/1132850791346251/,"2004, what a time (we would’ve had to share these on myspace back then) 🤩 we kick off against france at 2.30am nzt tomorrow morning! #nzu20s",,3671.0,4.3177,49.0
Organic | Website,2024,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/405907588645787/,2024 provincial rugby season kicks off friday 🔥 who are you backing?,,1745.0,1.6878,21.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/880779047651168/,"2025 wrapped 🎞️ thank you for your unwavering support across all levels of the game, we can't wait to see you all in 2026 🖤",,5701.0,7.6242,130.0
Organic | Website,2023,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/294977516582273/,@richiemounga and @giobower got melodies 🎤 stream episode 15 of the front row daily show on nzr+ for free! 📺,,0.0,0.0,0.0
Organic | Website,2025,NZR,FB,Short Video,Social,WIP,WIP,https://www.facebook.com/reel/998282365637850/,@rubytui with the first half magic ✨ #bfvbfxv,,188562.0,504.6475,2338.0
Organic | Website,2024,NZR,FB,Short Video,Social,WIP,Heartland Championship,https://www.facebook.com/reel/1559782641317946/,@thamesvalleyrugby took home the meads cup for the second time on saturday. congratulations to the entire union for an incredible 2024 season and an exciting final 🖤 #heartlandrugby,,16069.0,32.9565,661.0
Organic | Website,2025,NZR,FB,Short Video,Social,Teams Promo,U85s,https://www.facebook.com/reel/2124924111251837/,a bad day to be a bin lid 😮‍💨 #u85s #rugby #srilanka #nz #colombo #theoriginals,,168879.0,610.1573,5967.0
Organic | Website,2025,NZR,FB,Short Video,Social,Players Promo,Ardie Savea,https://www.facebook.com/reel/2416423335392372/,a message from @ardiesavea for the new zealand u85kg team before they take on sri lanka tonight 🖤 watch history unfold on sky sport or nzr+ at 10.15pm nzst. #nzu85s,,157348.0,296.6453,6957.0
Organic | Website,2024,NZR,FB,Short Video,Social,WIP,WIP,https://www.facebook.com/reel/1490023461662518/,a message from @wallacesititi after winning all blacks player of the year 🖤 #asbrugbyawards,,112772.0,319.8915,6851.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/24911256148558566/,a special challenge 🖤,,30859.0,87.729,1040.0
Organic | Website,2025,NZR,FB,Short Video,Social,Moments,Jersey,https://www.facebook.com/reel/1562989444887858/,"a special night for the nz u18 girls 7s team as their whānau presented them with their first black jerseys 🖤 tune in to catch all the action, find out more www.globalyouthsevens.rugby/watch",,65177.0,174.6963,2440.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/569152769601317/,a storm is coming… are you ready for the black out? five teams in black in action on saturday 5 july. see you there 🖤,,220110.0,291.9949,1464.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1470014510673648/,a try for @xaviertreacy 💥,,27222.0,66.6184,431.0
Organic | Website,2025,NZR,FB,Short Video,Social,WIP,Heartland Championship,https://www.facebook.com/reel/1488684148879713/,a very special visit home to faleapuna for sailimalo kahn fotuali’i 🖤 #heartlandxv,,28074.0,82.4145,1042.0
Organic | Website,2024,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/718398407000916/,asmr gazelle unboxing 🖤 get yours on the adidas website! link in bio.,,3005.0,5.054,39.0
Organic | Website,2024,NZR,FB,Short Video,Social,Teams Promo,U85s,https://www.facebook.com/reel/820137493525819/,"ahead of the u85kg national club cup final this afternoon, the all blacks joined u85 players for some u85 challenges 🔥 🏉 @hsob_rugby v @pakurangaunitedrugbyclub 🏟️ sky stadium ⏰ today at 4.15pm 📺 @skysportnz",,30356.0,80.422,216.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/624202420502179/,"ako wāhine, our programme with the core goal to bring as many women into coaching as we can 🖤",,10936.0,35.3203,485.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/741122901926377/,"aroha nui, @charliesinton_. you’ll be back stronger 🖤",,56813.0,147.9779,694.0
Organic | Website,2025,NZR,FB,Short Video,Social,WIP,Heartland Championship,https://www.facebook.com/reel/837635595519627/,arrived at apia stadium 🏟️ #heartlandxv,,23746.0,35.7683,508.0
Organic | Website,2024,NZR,FB,Short Video,Social,WIP,WIP,https://www.facebook.com/reel/611619078101096/,"as voted by you, 2024 try of the year was this stunner by latrell ah-smiler-kiong 🦹🏽‍♂️ #asbrugbyawards",,50166.0,138.8456,1055.0
Organic | Website,2025,NZR,FB,Short Video,Social,WIP,WIP,https://www.facebook.com/reel/1281276716276150/,"at ako wāhine, our coaching course designed for women, we offer childcare so all māmā can be involved 🤍 #akowāhine",,3815.0,3.6834,28.0
Organic | Website,2025,NZR,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/759116530372688/,"bffs! show us how you’ve been supporting and you could be into win! comment below how you’ve been backing the girls and you could win a breakfast pack worth over $500 🍳 we’re picking just five winners in total (across facebook and instagram) throughout the competition! if you need an idea, you can download our printable poster here, and comment a picture of it in your home, office, or rugby club below! bit.ly/bfsposter the competition closes september 10th at midday, and winners will be contacted that day. you must be following us. the competition is open to new zealand residents only, ts&cs here bit.ly/nzrbreakfasttcs. not affiliated with facebook or instagram.",,7052.0,5.3497,92.0
Organic | Website,2025,NZR,FB,Short Video,Live & Highlights,Social posts,TRC,https://www.facebook.com/reel/1753794805329102/,"before the bledisloe cup clash last saturday, nzr and movember teamed up to deliver ‘a moment against silence’, at eden park and on sky tv. it was a powerful reminder to check in on your mates, speak up if you're struggling, and stand with those facing tough times. today might be your moment. send a message. make a call. reach out to a friend, whānau member or one of the helplines below if you need support. let's break the silence. helplines you can reach out to for support: - 1737 (text or call) - youthline 0800 376 633 - suicide crisis line 0508 82 88 65 - aoake te rā (bereaved by suicide) 0800 000 053",,17442.0,47.8482,401.0
Organic | Website,2024,NZR,FB,Short Video,Social,Teams Promo,U85s,https://www.facebook.com/reel/1589774254986097/,"ben biggelaar hung up his boots at sky stadium after the pakuranga black panthers took out the u85kg national club cup, now he’s been named to don the black jersey so there was only one thing left to do, return them 🖤 #nzu85s",,73431.0,269.1036,1175.0
Organic | Website,2024,NZR,FB,Short Video,Social,Teams Promo,NZU20s,https://www.facebook.com/reel/834499038648110/,big game ahead👨‍🍳 #nzu20s,,8725.0,23.4742,208.0
Organic | Website,2025,NZR,FB,Short Video,Social,Teams Promo,NZU20s,https://www.facebook.com/reel/1787361402134126/,blink and you’ll miss him 💨 #nzu20s,,35977.0,77.3914,607.0
Organic | Website,2025,NZR,FB,Short Video,Social,Live Promo,Sky,https://www.facebook.com/reel/24877791698565554/,brayden neilson with the match winner! the nz u18 boys 7s are off to the final 🖤 tune into @skysportnz live at 5.40pm to catch all the action 📺,,88516.0,146.2276,1068.0
Organic | Website,2024,NZR,FB,Short Video,Social,WIP,WIP,https://www.facebook.com/reel/321678737643254/,"can you beat dan? the challenge has been set, all you have to do is sign yourself, your school, or your club up at beatdancarter.com and get as many goals as you can in one hour 🏉 there are heaps of prizes to be won! #beatdancarter",,2290.0,4.6058,63.0
Organic | Website,2025,NZR,FB,Short Video,Social,Live Promo,Sky,https://www.facebook.com/reel/1243285280620080/,challenging the nz u20s to name that 90s icon 💾 we play ireland u20 at 4am nzst tomorrow morning live on @skysportnz 📺 #nzu20s,,83119.0,337.723,498.0
Organic | Website,2025,NZR,FB,Short Video,Social,Moments,Haka,https://www.facebook.com/reel/1043327133844130/,champions haka 🖤 #nzu20s,,119617.0,490.2275,4729.0
Organic | Website,2024,NZR,FB,Short Video,Social,Teams Promo,U85s,https://www.facebook.com/reel/445979401473410/,coming soon… ⏳ #u85srugby,,3590.0,2.7473,44.0
